500, 166786
1000, 220097
1500, 243398
2000, 246870
2500, 256944
3000, 261889
3500, 266487
4000, 271156
4500, 277003
5000, 281832
5500, 282826
6000, 285935
6500, 289067
7000, 297193
7500, 297171
8000, 301027
8500, 299794
9000, 303704
9500, 306087
10000, 308092
10500, 313857
11000, 312705
11500, 317897
12000, 321476
12500, 324322
13000, 322913
13500, 324394
14000, 325025
14500, 329674
15000, 329799
15500, 332667
16000, 332199
16500, 339600
17000, 339517
17500, 338927
18000, 340750
18500, 344506
19000, 346265
19500, 346584
20000, 350659
20500, 349813
21000, 356968
21500, 354735
22000, 355808
22500, 354215
23000, 360638
23500, 359307
24000, 361460
24500, 364322
25000, 366926
25500, 368558
26000, 367012
26500, 368045
27000, 367946
27500, 371157
28000, 373206
28500, 370589
29000, 374380
29500, 377285
30000, 379955
30500, 377957
31000, 377926
31500, 382478
32000, 381737
32500, 383862
33000, 383181
33500, 387981
34000, 388225
34500, 386604
35000, 387286
35500, 389594
36000, 391625
36500, 393448
37000, 396329
37500, 397557
38000, 396853
38500, 397869
39000, 402010
39500, 398603
40000, 400279
40500, 400263
41000, 403723
41500, 406162
42000, 405778
42500, 405968
43000, 409830
43500, 406808
44000, 407785
44500, 410149
45000, 412581
45500, 413238
46000, 413161
46500, 415178
47000, 416046
47500, 414509
48000, 414560
48500, 418620
49000, 416095
49500, 419297
50000, 421153
50500, 421912
51000, 421296
51500, 420192
52000, 424606
52500, 424728
53000, 420772
53500, 423052
54000, 428407
54500, 425458
55000, 426427
55500, 429627
56000, 425851
56500, 427258
57000, 432265
57500, 426765
58000, 428141
58500, 428607
59000, 430643
59500, 431040
60000, 430066
60500, 427679
61000, 433548
61500, 431991
62000, 429835
62500, 433898
63000, 435753
63500, 434224
64000, 434552
64500, 439420
65000, 434591
65500, 435847
66000, 442045
66500, 438363
67000, 441603
67500, 439665
68000, 445280
68500, 441210
69000, 439619
69500, 443539
70000, 441321
70500, 444058
71000, 445223
71500, 446192
72000, 446528
72500, 446374
73000, 449598
73500, 448839
74000, 448881
74500, 453056
75000, 450241
75500, 450720
76000, 452646
76500, 452532
77000, 453391
77500, 452427
78000, 455248
78500, 453658
79000, 454234
79500, 458657
80000, 456960
80500, 457148
81000, 456938
81500, 458065
82000, 457242
82500, 458691
83000, 462835
83500, 460463
84000, 460110
84500, 462790
85000, 461708
85500, 462714
86000, 462349
86500, 463306
87000, 462767
87500, 462881
88000, 467843
88500, 465871
89000, 468034
89500, 467030
90000, 468687
90500, 467262
91000, 473096
91500, 467116
92000, 467477
92500, 469154
93000, 471292
93500, 469854
94000, 468835
94500, 471568
95000, 469122
95500, 469343
96000, 473366
96500, 472740
97000, 473623
97500, 478571
98000, 474122
98500, 474337
99000, 475897
99500, 476206
100000, 476006
100500, 478025
101000, 481002
101500, 481301
102000, 478476
102500, 482754
103000, 482167
103500, 479976
104000, 483263
104500, 483056
105000, 482009
105500, 484839
106000, 483088
106500, 482433
107000, 485507
107500, 484432
108000, 482155
108500, 485597
109000, 485606
109500, 485619
110000, 484328
110500, 486981
111000, 486528
111500, 483568
112000, 484603
112500, 488713
113000, 486287
113500, 489566
114000, 486330
114500, 486825
115000, 490417
115500, 487412
116000, 484307
116500, 486832
117000, 486651
117500, 486830
118000, 489281
118500, 488572
119000, 487802
119500, 490652
120000, 486451
120500, 488266
121000, 488505
121500, 490389
122000, 488487
122500, 490991
123000, 491132
123500, 490303
124000, 488422
124500, 491601
125000, 491928
125500, 491363
126000, 492879
126500, 496649
127000, 494144
127500, 495747
128000, 492219
128500, 493999
129000, 509137
129500, 496773
130000, 494477
130500, 498642
131000, 498932
131500, 499113
132000, 499238
132500, 497261
133000, 498046
133500, 500599
134000, 500902
134500, 499099
135000, 504555
135500, 501092
136000, 502779
136500, 502967
137000, 503249
137500, 501431
138000, 504502
138500, 503959
139000, 501047
139500, 508610
140000, 508010
140500, 507504
141000, 507407
141500, 507393
142000, 508128
142500, 510572
143000, 507910
143500, 506077
144000, 511201
144500, 510027
145000, 508323
145500, 508260
146000, 506274
146500, 511396
147000, 511805
147500, 512212
148000, 510628
148500, 513369
149000, 512123
149500, 511321
150000, 515116
150500, 511585
151000, 512681
151500, 516300
152000, 513719
152500, 513346
153000, 514443
153500, 513406
154000, 513412
154500, 514774
155000, 514706
155500, 515903
156000, 518694
156500, 515745
157000, 516010
157500, 518312
158000, 516954
158500, 515760
159000, 516315
159500, 518886
160000, 517624
160500, 518219
161000, 519034
161500, 520292
162000, 519414
162500, 519525
163000, 520839
163500, 520786
164000, 521725
164500, 525455
165000, 521334
165500, 521178
166000, 525298
166500, 523856
167000, 522944
167500, 526955
168000, 523295
168500, 523328
169000, 527332
169500, 523400
170000, 522385
170500, 524351
171000, 521156
171500, 522348
172000, 525324
172500, 523035
173000, 522669
173500, 526690
174000, 524459
174500, 523415
175000, 524673
175500, 526670
176000, 528725
176500, 528992
177000, 528543
177500, 528749
178000, 526570
178500, 525055
179000, 527175
179500, 524911
180000, 525441
180500, 529829
181000, 528013
181500, 528347
182000, 530287
182500, 528267
183000, 527542
183500, 530353
184000, 527216
184500, 527095
185000, 531355
185500, 530292
186000, 530994
186500, 531765
187000, 530969
187500, 532803
188000, 531613
188500, 531889
189000, 534645
189500, 531837
190000, 533161
190500, 535949
191000, 533327
191500, 532798
192000, 537327
192500, 534427
193000, 534171
193500, 537405
194000, 535704
194500, 536753
195000, 538738
195500, 535754
196000, 536556
196500, 537570
197000, 535360
197500, 539276
198000, 537925
198500, 536894
199000, 541702
199500, 539527
200000, 540043
200500, 541185
201000, 539291
201500, 538630
202000, 542365
202500, 540564
203000, 541293
203500, 541704
204000, 541769
204500, 542411
205000, 541591
205500, 541712
206000, 543813
206500, 542244
207000, 545666
207500, 544604
208000, 543219
208500, 544879
209000, 545654
209500, 543202
210000, 543908
210500, 544453
211000, 544149
211500, 546700
212000, 545488
212500, 545513
213000, 547316
